,tweet_id,date,time,name,stage,rating_numerator,rating_denominator
676,789314372632018944,2016-10-21 00:00:00,2017-12-03 03:56:00,None,None ,13.0,10.0
678,789268448748703744,2016-10-21 00:00:00,2017-12-03 00:53:00,Stella,None ,10.0,10.0
679,789137962068021249,2016-10-20 00:00:00,2017-12-03 16:15:00,Bo,None ,12.0,10.0
680,788908386943430656,2016-10-20 00:00:00,2017-12-03 01:03:00,Lucy,None ,11.0,10.0
681,788765914992902144,2016-10-19 00:00:00,2017-12-03 15:37:00,Butter,None ,12.0,10.0
683,788412144018661376,2016-10-18 00:00:00,2017-12-03 16:11:00,Dexter,None ,11.0,10.0
684,788178268662984705,2016-10-18 00:00:00,2017-12-03 00:41:00,None,None ,13.0,10.0
685,788150585577050112,2016-10-17 00:00:00,2017-12-03 22:51:00,Leo,None ,13.0,10.0
687,788039637453406209,2016-10-17 00:00:00,2017-12-03 15:31:00,None,None ,12.0,10.0
688,787810552592695296,2016-10-17 00:00:00,2017-12-03 00:20:00,Frank,None ,11.0,10.0
689,787717603741622272,2016-10-16 00:00:00,2017-12-03 18:11:00,Tonks,puppo,13.0,10.0
690,787397959788929025,2016-10-15 00:00:00,2017-12-03 21:01:00,Moose,None ,11.0,10.0
691,787322443945877504,2016-10-15 00:00:00,2017-12-03 16:01:00,Lincoln,None ,10.0,10.0
693,786963064373534720,2016-10-14 00:00:00,2017-12-03 16:13:00,Rory,None ,12.0,10.0
695,786709082849828864,2016-10-13 00:00:00,2017-12-03 23:23:00,Logan,None ,75.0,10.0
696,786664955043049472,2016-10-13 00:00:00,2017-12-03 20:28:00,None,None ,12.0,10.0
697,786595970293370880,2016-10-13 00:00:00,2017-12-03 15:54:00,Dale,None ,11.0,10.0
698,786363235746385920,2016-10-13 00:00:00,2017-12-03 00:29:00,Rizzo,doggo,13.0,10.0
699,786286427768250368,2016-10-12 00:00:00,2017-12-03 19:24:00,Arnie,None ,12.0,10.0
700,786233965241827333,2016-10-12 00:00:00,2017-12-03 15:55:00,Mattie,None ,11.0,10.0
701,786051337297522688,2016-10-12 00:00:00,2017-12-03 03:50:00,None,puppo,13.0,10.0
703,785927819176054784,2016-10-11 00:00:00,2017-12-03 19:39:00,Lucy,None ,12.0,10.0
704,785872687017132033,2016-10-11 00:00:00,2017-12-03 16:00:00,Rusty,None ,12.0,10.0
705,785639753186217984,2016-10-11 00:00:00,2017-12-03 00:34:00,Pinot,doggoNonepupperNone,10.0,10.0
706,785533386513321988,2016-10-10 00:00:00,2017-12-03 17:32:00,Dallas,None ,11.0,10.0
707,785515384317313025,2016-10-10 00:00:00,2017-12-03 16:20:00,None,None ,10.0,10.0
708,785264754247995392,2016-10-09 00:00:00,2017-12-03 23:44:00,Doc,None ,12.0,10.0
709,785170936622350336,2016-10-09 00:00:00,2017-12-03 17:31:00,Hero,None ,11.0,10.0
710,784826020293709826,2016-10-08 00:00:00,2017-12-03 18:41:00,Rusty,None ,13.0,10.0
711,784517518371221505,2016-10-07 00:00:00,2017-12-03 22:15:00,Frankie,None ,11.0,10.0
712,784431430411685888,2016-10-07 00:00:00,2017-12-03 16:33:00,Stormy,None ,12.0,10.0
713,784183165795655680,2016-10-07 00:00:00,2017-12-03 00:06:00,Reginald,puppo,12.0,10.0
714,784057939640352768,2016-10-06 00:00:00,2017-12-03 15:49:00,Balto,None ,12.0,10.0
715,783839966405230592,2016-10-06 00:00:00,2017-12-03 01:23:00,Riley,None ,13.0,10.0
716,783821107061198850,2016-10-06 00:00:00,2017-12-03 00:08:00,Mairi,None ,12.0,10.0
717,783695101801398276,2016-10-05 00:00:00,2017-12-03 15:47:00,Loomis,None ,12.0,10.0
718,783466772167098368,2016-10-05 00:00:00,2017-12-03 00:40:00,Finn,None ,11.0,10.0
719,783391753726550016,2016-10-04 00:00:00,2017-12-03 19:42:00,Godi,None ,13.0,10.0
721,783334639985389568,2016-10-04 00:00:00,2017-12-03 15:55:00,Dave,None ,12.0,10.0
722,783085703974514689,2016-10-03 00:00:00,2017-12-03 23:25:00,Earl,None ,11.0,10.0
723,782969140009107456,2016-10-03 00:00:00,2017-12-03 15:42:00,Cali,None ,12.0,10.0
724,782747134529531904,2016-10-03 00:00:00,2017-12-03 01:00:00,Deacon,doggo,11.0,10.0
725,782722598790725632,2016-10-02 00:00:00,2017-12-03 23:23:00,Penny,None ,10.0,10.0
726,782598640137187329,2016-10-02 00:00:00,2017-12-03 15:10:00,Timmy,None ,11.0,10.0
727,782305867769217024,2016-10-01 00:00:00,2017-12-03 19:47:00,Sampson,doggo,12.0,10.0
729,781955203444699136,2016-09-30 00:00:00,2017-12-03 20:33:00,Chipson,None ,11.0,10.0
730,781661882474196992,2016-09-30 00:00:00,2017-12-03 01:08:00,None,None ,5.0,10.0
731,781655249211752448,2016-09-30 00:00:00,2017-12-03 00:41:00,Combo,doggo,11.0,10.0
732,781524693396357120,2016-09-29 00:00:00,2017-12-03 16:03:00,None,None ,12.0,10.0
733,781308096455073793,2016-09-29 00:00:00,2017-12-03 01:42:00,None,doggoNonepupperNone,12.0,10.0
734,781251288990355457,2016-09-28 00:00:00,2017-12-03 21:56:00,Oakley,None ,11.0,10.0
735,781163403222056960,2016-09-28 00:00:00,2017-12-03 16:07:00,None,None ,10.0,10.0
736,780931614150983680,2016-09-28 00:00:00,2017-12-03 00:46:00,None,puppo,13.0,10.0
737,780858289093574656,2016-09-27 00:00:00,2017-12-03 19:54:00,Dash,None ,10.0,10.0
738,780800785462489090,2016-09-27 00:00:00,2017-12-03 16:06:00,Koda,None ,11.0,10.0
739,780601303617732608,2016-09-27 00:00:00,2017-12-03 02:53:00,Hercules,None ,12.0,10.0
740,780543529827336192,2016-09-26 00:00:00,2017-12-03 23:04:00,None,None ,12.0,10.0
743,780459368902959104,2016-09-26 00:00:00,2017-12-03 17:29:00,Bear,None ,11.0,10.0
744,780192070812196864,2016-09-25 00:00:00,2017-12-03 23:47:00,None,None ,11.0,10.0
746,780074436359819264,2016-09-25 00:00:00,2017-12-03 16:00:00,None,doggo,10.0,10.0
747,779834332596887552,2016-09-25 00:00:00,2017-12-03 00:06:00,Scout,None ,11.0,10.0
748,779377524342161408,2016-09-23 00:00:00,2017-12-03 17:50:00,None,pupper,12.0,10.0
750,779123168116150273,2016-09-23 00:00:00,2017-12-03 01:00:00,Reggie,None ,12.0,10.0
751,779056095788752897,2016-09-22 00:00:00,2017-12-03 20:33:00,None,None ,13.0,10.0
752,778990705243029504,2016-09-22 00:00:00,2017-12-03 16:13:00,Jay,None ,11.0,10.0
754,778764940568104960,2016-09-22 00:00:00,2017-12-03 01:16:00,None,None ,13.0,10.0
755,778748913645780993,2016-09-22 00:00:00,2017-12-03 00:13:00,Mya,None ,11.0,10.0
756,778650543019483137,2016-09-21 00:00:00,2017-12-03 17:42:00,Strider,None ,10.0,10.0
757,778624900596654080,2016-09-21 00:00:00,2017-12-03 16:00:00,Penny,None ,11.0,10.0
758,778408200802557953,2016-09-21 00:00:00,2017-12-03 01:39:00,None,None ,14.0,10.0
760,778383385161035776,2016-09-21 00:00:00,2017-12-03 00:00:00,Nala,None ,13.0,10.0
761,778286810187399168,2016-09-20 00:00:00,2017-12-03 17:36:00,Stanley,None ,11.0,10.0
762,778039087836069888,2016-09-20 00:00:00,2017-12-03 01:12:00,None,pupper,12.0,10.0
763,778027034220126208,2016-09-20 00:00:00,2017-12-03 00:24:00,Sophie,pupper,27.0,10.0
765,777885040357281792,2016-09-19 00:00:00,2017-12-03 15:00:00,Wesley,None ,3.0,10.0
766,777684233540206592,2016-09-19 00:00:00,2017-12-03 01:42:00,None,None ,12.0,10.0
768,777621514455814149,2016-09-18 00:00:00,2017-12-03 21:33:00,Derek,None ,12.0,10.0
769,777189768882946048,2016-09-17 00:00:00,2017-12-03 16:57:00,Jeffrey,None ,12.0,10.0
771,776813020089548800,2016-09-16 00:00:00,2017-12-03 16:00:00,Solomon,None ,12.0,10.0
772,776477788987613185,2016-09-15 00:00:00,2017-12-03 17:48:00,Huck,pupper,11.0,10.0
774,776218204058357768,2016-09-15 00:00:00,2017-12-03 00:36:00,None,floofer,13.0,10.0
775,776201521193218049,2016-09-14 00:00:00,2017-12-03 23:30:00,O'Malley,None ,10.0,10.0
776,776113305656188928,2016-09-14 00:00:00,2017-12-03 17:40:00,Sampson,pupper,11.0,10.0
777,776088319444877312,2016-09-14 00:00:00,2017-12-03 16:00:00,None,None ,10.0,10.0
779,775842724423557120,2016-09-13 00:00:00,2017-12-03 23:44:00,Blue,None ,12.0,10.0
780,775733305207554048,2016-09-13 00:00:00,2017-12-03 16:30:00,Anakin,doggo,11.0,10.0
781,775729183532220416,2016-09-13 00:00:00,2017-12-03 16:13:00,None,None ,13.0,10.0
782,775364825476165632,2016-09-12 00:00:00,2017-12-03 16:05:00,Finley,doggo,11.0,10.0
783,775350846108426240,2016-09-12 00:00:00,2017-12-03 15:10:00,Maximus,None ,12.0,10.0
785,775085132600442880,2016-09-11 00:00:00,2017-12-03 21:34:00,Tucker,None ,13.0,10.0
786,774757898236878852,2016-09-10 00:00:00,2017-12-03 23:54:00,Finley,None ,12.0,10.0
787,774639387460112384,2016-09-10 00:00:00,2017-12-03 16:03:00,Sprinkles,None ,10.0,10.0
788,774314403806253056,2016-09-09 00:00:00,2017-12-03 18:31:00,None,None ,14.0,10.0
789,773985732834758656,2016-09-08 00:00:00,2017-12-03 20:45:00,Winnie,pupper,11.0,10.0
790,773922284943896577,2016-09-08 00:00:00,2017-12-03 16:33:00,Heinrich,None ,12.0,10.0
791,773704687002451968,2016-09-08 00:00:00,2017-12-03 02:09:00,Loki,None ,12.0,10.0
792,773670353721753600,2016-09-07 00:00:00,2017-12-03 23:52:00,Shakespeare,None ,10.0,10.0
793,773547596996571136,2016-09-07 00:00:00,2017-12-03 15:44:00,Chelsea,pupper,11.0,10.0
795,773308824254029826,2016-09-06 00:00:00,2017-12-03 23:56:00,Bungalo,None ,12.0,10.0
796,773247561583001600,2016-09-06 00:00:00,2017-12-03 19:52:00,Chip,None ,10.0,10.0
797,773191612633579521,2016-09-06 00:00:00,2017-12-03 16:10:00,Grey,None ,12.0,10.0
798,772877495989305348,2016-09-05 00:00:00,2017-12-03 19:22:00,None,None ,11.0,10.0
799,772826264096874500,2016-09-05 00:00:00,2017-12-03 15:58:00,Roosevelt,None ,11.0,10.0
801,772581559778025472,2016-09-04 00:00:00,2017-12-03 23:46:00,None,None ,10.0,10.0
802,772193107915964416,2016-09-03 00:00:00,2017-12-03 22:02:00,Willem,pupper,12.0,10.0
803,772152991789019136,2016-09-03 00:00:00,2017-12-03 19:23:00,None,None ,10.0,10.0
804,772117678702071809,2016-09-03 00:00:00,2017-12-03 17:02:00,Jack,None ,12.0,10.0
805,772114945936949249,2016-09-03 00:00:00,2017-12-03 16:52:00,Finn,None ,10.0,10.0
806,772102971039580160,2016-09-03 00:00:00,2017-12-03 16:04:00,Penny,None ,11.0,10.0
807,771908950375665664,2016-09-03 00:00:00,2017-12-03 03:13:00,None,doggo,13.0,10.0
808,771770456517009408,2016-09-02 00:00:00,2017-12-03 18:03:00,Davey,None ,11.0,10.0
809,771500966810099713,2016-09-02 00:00:00,2017-12-03 00:12:00,Dakota,None ,12.0,10.0
810,771380798096281600,2016-09-01 00:00:00,2017-12-03 16:14:00,Fizz,None ,11.0,10.0
812,771136648247640064,2016-09-01 00:00:00,2017-12-03 00:04:00,Dixie,None ,11.0,10.0
813,771102124360998913,2016-08-31 00:00:00,2017-12-03 21:47:00,Charlie,None ,12.0,10.0
814,771014301343748096,2016-08-31 00:00:00,2017-12-03 15:58:00,None,None ,7.0,10.0
816,770787852854652928,2016-08-31 00:00:00,2017-12-03 00:58:00,Winston,None ,10.0,10.0
817,770772759874076672,2016-08-30 00:00:00,2017-12-03 23:58:00,Sebastian,None ,11.0,10.0
819,770655142660169732,2016-08-30 00:00:00,2017-12-03 16:11:00,None,None ,11.0,10.0
820,770414278348247044,2016-08-30 00:00:00,2017-12-03 00:14:00,Al,None ,11.0,10.0
821,770293558247038976,2016-08-29 00:00:00,2017-12-03 16:14:00,Jackson,None ,10.0,10.0
823,770069151037685760,2016-08-29 00:00:00,2017-12-03 01:22:00,Carbon,None ,10.0,10.0
824,769940425801170949,2016-08-28 00:00:00,2017-12-03 16:51:00,Klein,None ,12.0,10.0
825,769695466921623552,2016-08-28 00:00:00,2017-12-03 00:37:00,Titan,None ,13.0,10.0
827,769212283578875904,2016-08-26 00:00:00,2017-12-03 16:37:00,DonDon,None ,12.0,10.0
828,768970937022709760,2016-08-26 00:00:00,2017-12-03 00:38:00,Kirby,None ,12.0,10.0
830,768855141948723200,2016-08-25 00:00:00,2017-12-03 16:58:00,Jesse,None ,11.0,10.0
831,768609597686943744,2016-08-25 00:00:00,2017-12-03 00:43:00,Lou,None ,10.0,10.0
832,768596291618299904,2016-08-24 00:00:00,2017-12-03 23:50:00,Oakley,None ,12.0,10.0
834,768473857036525572,2016-08-24 00:00:00,2017-12-03 15:43:00,Chevy,None ,11.0,10.0
835,768193404517830656,2016-08-23 00:00:00,2017-12-03 21:09:00,Gerald,doggo,8.0,10.0
836,767884188863397888,2016-08-23 00:00:00,2017-12-03 00:40:00,Tito,None ,10.0,10.0
837,767754930266464257,2016-08-22 00:00:00,2017-12-03 16:06:00,Philbert,None ,11.0,10.0
838,767500508068192258,2016-08-21 00:00:00,2017-12-03 23:15:00,Louie,None ,12.0,10.0
839,767191397493538821,2016-08-21 00:00:00,2017-12-03 02:47:00,None,doggo,13.0,10.0
840,767122157629476866,2016-08-20 00:00:00,2017-12-03 22:12:00,Rupert,None ,13.0,10.0
842,766793450729734144,2016-08-20 00:00:00,2017-12-03 00:26:00,Rufus,None ,10.0,10.0
843,766714921925144576,2016-08-19 00:00:00,2017-12-03 19:14:00,None,None ,13.0,10.0
844,766693177336135680,2016-08-19 00:00:00,2017-12-03 17:47:00,Brudge,None ,11.0,10.0
845,766423258543644672,2016-08-18 00:00:00,2017-12-03 23:55:00,Shadoe,None ,9.0,10.0
846,766313316352462849,2016-08-18 00:00:00,2017-12-03 16:38:00,Oscar,None ,12.0,10.0
848,766069199026450432,2016-08-18 00:00:00,2017-12-03 00:28:00,Juno,None ,12.0,10.0
849,766008592277377025,2016-08-17 00:00:00,2017-12-03 20:27:00,Angel,None ,11.0,10.0
850,765719909049503744,2016-08-17 00:00:00,2017-12-03 01:20:00,Brat,None ,12.0,10.0
851,765669560888528897,2016-08-16 00:00:00,2017-12-03 22:00:00,Tove,None ,12.0,10.0
852,765395769549590528,2016-08-16 00:00:00,2017-12-03 03:52:00,None,None ,13.0,10.0
853,765371061932261376,2016-08-16 00:00:00,2017-12-03 02:14:00,Louie,pupper,11.0,10.0
854,765222098633691136,2016-08-15 00:00:00,2017-12-03 16:22:00,Gromit,None ,10.0,10.0
855,764857477905154048,2016-08-14 00:00:00,2017-12-03 16:13:00,Aubie,None ,12.0,10.0
856,764259802650378240,2016-08-13 00:00:00,2017-12-03 00:38:00,Kota,None ,10.0,10.0
857,763956972077010945,2016-08-12 00:00:00,2017-12-03 04:35:00,None,doggo,12.0,10.0
858,763837565564780549,2016-08-11 00:00:00,2017-12-03 20:40:00,Alfie,None ,11.0,10.0
859,763183847194451968,2016-08-10 00:00:00,2017-12-03 01:23:00,Clark,None ,8.0,10.0
861,763103485927849985,2016-08-09 00:00:00,2017-12-03 20:03:00,Belle,None ,10.0,10.0
862,762699858130116608,2016-08-08 00:00:00,2017-12-03 17:19:00,Leela,None ,11.0,10.0
863,762471784394268675,2016-08-08 00:00:00,2017-12-03 02:13:00,Glenn,None ,12.0,10.0
864,762464539388485633,2016-08-08 00:00:00,2017-12-03 01:44:00,Buddy,None ,12.0,10.0
865,762316489655476224,2016-08-07 00:00:00,2017-12-03 15:56:00,Scout,None ,11.0,10.0
866,762035686371364864,2016-08-06 00:00:00,2017-12-03 21:20:00,None,None ,14.0,10.0
867,761976711479193600,2016-08-06 00:00:00,2017-12-03 17:26:00,Shelby,None ,12.0,10.0
869,761745352076779520,2016-08-06 00:00:00,2017-12-03 02:06:00,None,None ,11.0,10.0
870,761672994376806400,2016-08-05 00:00:00,2017-12-03 21:19:00,None,None ,10.0,10.0
871,761599872357261312,2016-08-05 00:00:00,2017-12-03 16:28:00,Sephie,None ,11.0,10.0
873,761334018830917632,2016-08-04 00:00:00,2017-12-03 22:52:00,Bruce,None ,10.0,10.0
874,761292947749015552,2016-08-04 00:00:00,2017-12-03 20:09:00,Bonaparte,None ,11.0,10.0
875,761227390836215808,2016-08-04 00:00:00,2017-12-03 15:48:00,Albert,None ,10.0,10.0
876,761004547850530816,2016-08-04 00:00:00,2017-12-03 01:03:00,Bo,None ,11.0,10.0
877,760893934457552897,2016-08-03 00:00:00,2017-12-03 17:43:00,Wishes,doggo,11.0,10.0
878,760656994973933572,2016-08-03 00:00:00,2017-12-03 02:02:00,Rose,None ,11.0,10.0
879,760641137271070720,2016-08-03 00:00:00,2017-12-03 00:59:00,Theo,None ,12.0,10.0
880,760539183865880579,2016-08-02 00:00:00,2017-12-03 18:14:00,Atlas,None ,12.0,10.0
881,760521673607086080,2016-08-02 00:00:00,2017-12-03 17:04:00,None,doggo,12.0,10.0
882,760290219849637889,2016-08-02 00:00:00,2017-12-03 01:44:00,Rocco,None ,13.0,10.0
883,760252756032651264,2016-08-01 00:00:00,2017-12-03 23:15:00,Fido,None ,4.0,10.0
884,760190180481531904,2016-08-01 00:00:00,2017-12-03 19:07:00,Sadie,None ,10.0,10.0
886,759943073749200896,2016-08-01 00:00:00,2017-12-03 02:45:00,None,pupper,12.0,10.0
887,759923798737051648,2016-08-01 00:00:00,2017-12-03 01:28:00,None,None ,10.0,10.0
888,759846353224826880,2016-07-31 00:00:00,2017-12-03 20:21:00,Kirby,None ,11.0,10.0
889,759793422261743616,2016-07-31 00:00:00,2017-12-03 16:50:00,Maggie,doggoNonepupperNone,12.0,10.0
891,759557299618865152,2016-07-31 00:00:00,2017-12-03 01:12:00,Emma,None ,10.0,10.0
892,759447681597108224,2016-07-30 00:00:00,2017-12-03 17:56:00,Oakley,None ,11.0,10.0
893,759446261539934208,2016-07-30 00:00:00,2017-12-03 17:51:00,None,None ,10.0,10.0
894,759197388317847553,2016-07-30 00:00:00,2017-12-03 01:22:00,Luna,None ,12.0,10.0
896,759099523532779520,2016-07-29 00:00:00,2017-12-03 18:53:00,Toby,None ,7.0,10.0
897,759047813560868866,2016-07-29 00:00:00,2017-12-03 15:27:00,Spencer,None ,11.0,10.0
898,758854675097526272,2016-07-29 00:00:00,2017-12-03 02:40:00,Lilli,None ,11.0,10.0
899,758828659922702336,2016-07-29 00:00:00,2017-12-03 00:57:00,None,doggo,13.0,10.0
900,758740312047005698,2016-07-28 00:00:00,2017-12-03 19:06:00,Boston,None ,12.0,10.0
901,758474966123810816,2016-07-28 00:00:00,2017-12-03 01:31:00,Brandonald,None ,11.0,10.0
902,758467244762497024,2016-07-28 00:00:00,2017-12-03 01:00:00,None,None ,165.0,150.0
903,758405701903519748,2016-07-27 00:00:00,2017-12-03 20:56:00,Odie,None ,10.0,10.0
904,758355060040593408,2016-07-27 00:00:00,2017-12-03 17:35:00,Corey,None ,11.0,10.0
905,758099635764359168,2016-07-27 00:00:00,2017-12-03 00:40:00,None,None ,13.0,10.0
906,758041019896193024,2016-07-26 00:00:00,2017-12-03 20:47:00,None,None ,9.0,10.0
907,757741869644341248,2016-07-26 00:00:00,2017-12-03 00:58:00,Leonard,None ,10.0,10.0
909,757725642876129280,2016-07-25 00:00:00,2017-12-03 23:54:00,Beckham,None ,11.0,10.0
910,757611664640446465,2016-07-25 00:00:00,2017-12-03 16:21:00,Cooper,None ,12.0,10.0
912,757596066325864448,2016-07-25 00:00:00,2017-12-03 15:19:00,None,None ,4.0,10.0
913,757400162377592832,2016-07-25 00:00:00,2017-12-03 02:20:00,None,None ,13.0,10.0
914,757393109802180609,2016-07-25 00:00:00,2017-12-03 01:52:00,None,doggo,10.0,10.0
915,757354760399941633,2016-07-24 00:00:00,2017-12-03 23:20:00,Devón,None ,8.0,10.0
916,756998049151549440,2016-07-23 00:00:00,2017-12-03 23:42:00,Oliver,None ,11.0,10.0
917,756939218950160384,2016-07-23 00:00:00,2017-12-03 19:49:00,Jax,pupper,12.0,10.0
918,756651752796094464,2016-07-23 00:00:00,2017-12-03 00:46:00,Gert,None ,11.0,10.0
919,756526248105566208,2016-07-22 00:00:00,2017-12-03 16:28:00,None,doggo,13.0,10.0
920,756303284449767430,2016-07-22 00:00:00,2017-12-03 01:42:00,None,None ,11.0,10.0
921,756288534030475264,2016-07-22 00:00:00,2017-12-03 00:43:00,None,None ,12.0,10.0
922,756275833623502848,2016-07-21 00:00:00,2017-12-03 23:53:00,None,puppo,10.0,10.0
923,755955933503782912,2016-07-21 00:00:00,2017-12-03 02:41:00,None,pupper,12.0,10.0
924,755206590534418437,2016-07-19 00:00:00,2017-12-03 01:04:00,None,doggo,14.0,10.0
925,755110668769038337,2016-07-18 00:00:00,2017-12-03 18:43:00,Watson,None ,13.0,10.0
927,754856583969079297,2016-07-18 00:00:00,2017-12-03 01:53:00,Winnie,None ,11.0,10.0
928,754747087846248448,2016-07-17 00:00:00,2017-12-03 18:38:00,Keith,None ,12.0,10.0
929,754482103782404096,2016-07-17 00:00:00,2017-12-03 01:05:00,Milo,None ,10.0,10.0
930,754449512966619136,2016-07-16 00:00:00,2017-12-03 22:55:00,Dex,None ,11.0,10.0
931,754120377874386944,2016-07-16 00:00:00,2017-12-03 01:08:00,None,None ,10.0,10.0
932,754011816964026368,2016-07-15 00:00:00,2017-12-03 17:56:00,Charlie,None ,12.0,10.0
933,753655901052166144,2016-07-14 00:00:00,2017-12-03 18:22:00,None,None ,10.0,10.0
934,753420520834629632,2016-07-14 00:00:00,2017-12-03 02:47:00,None,None ,11.0,10.0
935,753398408988139520,2016-07-14 00:00:00,2017-12-03 01:19:00,Scout,None ,12.0,10.0
936,753375668877008896,2016-07-13 00:00:00,2017-12-03 23:48:00,Hank,None ,8.0,10.0
938,753294487569522689,2016-07-13 00:00:00,2017-12-03 18:26:00,Ace,None ,11.0,10.0
939,753039830821511168,2016-07-13 00:00:00,2017-12-03 01:34:00,None,None ,13.0,10.0
940,753026973505581056,2016-07-13 00:00:00,2017-12-03 00:43:00,Tayzie,None ,10.0,10.0
941,752932432744185856,2016-07-12 00:00:00,2017-12-03 18:27:00,Carl,None ,12.0,10.0
942,752917284578922496,2016-07-12 00:00:00,2017-12-03 17:27:00,Grizzie,None ,11.0,10.0
944,752682090207055872,2016-07-12 00:00:00,2017-12-03 01:52:00,None,doggo,10.0,10.0
945,752660715232722944,2016-07-12 00:00:00,2017-12-03 00:27:00,None,doggo,10.0,10.0
946,752568224206688256,2016-07-11 00:00:00,2017-12-03 18:20:00,None,None ,9.0,10.0
947,752519690950500352,2016-07-11 00:00:00,2017-12-03 15:07:00,None,puppo,11.0,10.0
948,752334515931054080,2016-07-11 00:00:00,2017-12-03 02:51:00,None,doggo,8.0,10.0
950,752173152931807232,2016-07-10 00:00:00,2017-12-03 16:10:00,Brody,None ,12.0,10.0
951,751950017322246144,2016-07-10 00:00:00,2017-12-03 01:23:00,Lola,pupper,13.0,10.0
952,751937170840121344,2016-07-10 00:00:00,2017-12-03 00:32:00,Ruby,None ,11.0,10.0
953,751830394383790080,2016-07-09 00:00:00,2017-12-03 17:28:00,Tucker,None ,12.0,10.0
954,751793661361422336,2016-07-09 00:00:00,2017-12-03 15:02:00,Fred,None ,11.0,10.0
955,751598357617971201,2016-07-09 00:00:00,2017-12-03 02:06:00,Toby,None ,13.0,10.0
956,751583847268179968,2016-07-09 00:00:00,2017-12-03 01:08:00,None,doggoNonepupperNone,5.0,10.0
957,751538714308972544,2016-07-08 00:00:00,2017-12-03 22:09:00,Max,None ,10.0,10.0
958,751456908746354688,2016-07-08 00:00:00,2017-12-03 16:44:00,None,pupper,12.0,10.0
959,751251247299190784,2016-07-08 00:00:00,2017-12-03 03:07:00,Gilbert,None ,10.0,10.0
960,751205363882532864,2016-07-08 00:00:00,2017-12-03 00:04:00,None,None ,12.0,10.0
961,751132876104687617,2016-07-07 00:00:00,2017-12-03 19:16:00,Cooper,puppo,10.0,10.0
962,750868782890057730,2016-07-07 00:00:00,2017-12-03 01:47:00,Milo,pupper,11.0,10.0
963,750719632563142656,2016-07-06 00:00:00,2017-12-03 15:54:00,Meyer,None ,12.0,10.0
964,750506206503038976,2016-07-06 00:00:00,2017-12-03 01:46:00,Malcolm,pupper,8.0,10.0
965,750429297815552001,2016-07-05 00:00:00,2017-12-03 20:41:00,Arnie,None ,12.0,10.0
966,750383411068534784,2016-07-05 00:00:00,2017-12-03 17:38:00,Zoe,pupper,9.0,10.0
967,750381685133418496,2016-07-05 00:00:00,2017-12-03 17:31:00,None,doggo,13.0,10.0
968,750147208377409536,2016-07-05 00:00:00,2017-12-03 02:00:00,None,None ,13.0,10.0
969,750132105863102464,2016-07-05 00:00:00,2017-12-03 01:00:00,Stewie,None ,11.0,10.0
970,750117059602808832,2016-07-05 00:00:00,2017-12-03 00:00:00,Calvin,None ,10.0,10.0
971,750101899009982464,2016-07-04 00:00:00,2017-12-03 23:00:00,Lilah,None ,11.0,10.0
972,750086836815486976,2016-07-04 00:00:00,2017-12-03 22:00:00,Spanky,None ,12.0,10.0
973,750071704093859840,2016-07-04 00:00:00,2017-12-03 21:00:00,None,pupper,10.0,10.0
974,750056684286914561,2016-07-04 00:00:00,2017-12-03 20:00:00,Jameson,None ,11.0,10.0
975,750041628174217216,2016-07-04 00:00:00,2017-12-03 19:00:00,Beau,None ,13.0,10.0
976,750026558547456000,2016-07-04 00:00:00,2017-12-03 18:00:00,Jax,None ,10.0,10.0
977,750011400160841729,2016-07-04 00:00:00,2017-12-03 17:00:00,Piper,doggo,11.0,10.0
978,749996283729883136,2016-07-04 00:00:00,2017-12-03 16:00:00,Bo,None ,12.0,10.0
979,749981277374128128,2016-07-04 00:00:00,2017-12-03 15:00:00,Atticus,None ,1776.0,10.0
980,749774190421639168,2016-07-04 00:00:00,2017-12-03 01:17:00,Lucy,None ,12.0,10.0
981,749417653287129088,2016-07-03 00:00:00,2017-12-03 01:41:00,Finn,pupper,11.0,10.0
982,749403093750648834,2016-07-03 00:00:00,2017-12-03 00:43:00,None,None ,10.0,10.0
983,749395845976588288,2016-07-03 00:00:00,2017-12-03 00:14:00,George,None ,10.0,10.0
984,749317047558017024,2016-07-02 00:00:00,2017-12-03 19:01:00,Blu,floofer,12.0,10.0
985,749075273010798592,2016-07-02 00:00:00,2017-12-03 03:00:00,Boomer,doggo,11.0,10.0
986,749064354620928000,2016-07-02 00:00:00,2017-12-03 02:17:00,Winston,None ,11.0,10.0
987,749036806121881602,2016-07-02 00:00:00,2017-12-03 00:27:00,Dietrich,None ,8.0,10.0
988,748977405889503236,2016-07-01 00:00:00,2017-12-03 20:31:00,None,None ,10.0,10.0
989,748932637671223296,2016-07-01 00:00:00,2017-12-03 17:33:00,Divine,doggo,13.0,10.0
990,748705597323898880,2016-07-01 00:00:00,2017-12-03 02:31:00,None,None ,13.0,10.0
991,748699167502000129,2016-07-01 00:00:00,2017-12-03 02:06:00,Tripp,None ,11.0,10.0
992,748692773788876800,2016-07-01 00:00:00,2017-12-03 01:40:00,his,doggo,10.0,10.0
993,748575535303884801,2016-06-30 00:00:00,2017-12-03 17:54:00,None,None ,6.0,10.0
994,748568946752774144,2016-06-30 00:00:00,2017-12-03 17:28:00,Cora,None ,12.0,10.0
995,748346686624440324,2016-06-30 00:00:00,2017-12-03 02:45:00,None,None ,10.0,10.0
996,748337862848962560,2016-06-30 00:00:00,2017-12-03 02:10:00,None,pupper,13.0,10.0
